,Class,Class X,Class Y,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Bld X,Bld Y,Dpt,Bld capacity,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG,Bld.1,class_code,dpt_address,bld_address
83,CAS AH393 A1,42.3499108,-71.1065953,Contemp Art,Williams,4,Independent,72,72,CAS,224,42.35083,-71.10515,,,"Tue,Thu",15:30:00,16:45:00,"Mts w/GRS AH693, Class Full",20208.0,2023-09-05,2023-12-12,,,,,,,,,,0,72,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
84,CAS AH404 A1,42.3499108,-71.1065953,Museum Exhibits,Cooney,4,Independent,14,14,CAS,308,42.35083,-71.10515,,,Thu,15:30:00,18:15:00,Class Full,20208.0,2023-09-07,2023-12-07,,,,,,,,,,1,13,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
85,CAS AH411ELP,42.3499108,-71.1065953,Wrtng Art&Socty,,4,Independent,0,999,,,,,,,Arranged,,,WebReg Restricted,,2023-09-05,2023-12-12,,,,,,,,,,0,0,,AH,725 Commonwealth Avenue,
86,CAS AH500 A1,42.3499108,-71.1065953,Tpcs: Haa,Alnajada,4,Independent,14,14,CAS,308,42.35083,-71.10515,,,Mon,14:30:00,17:15:00,Class Full,,2023-09-11,2023-12-11,,,,,,,,,,0,14,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
87,CAS AH500 B1,42.3499108,-71.1065953,Tpcs: Haa,Reyes,4,Independent,10,14,CAS,308,42.35083,-71.10515,,,Wed,14:30:00,17:15:00,,,2023-09-06,2023-12-06,,,,,,,,,,0,10,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
88,CAS AH507 A1,42.3499108,-71.1065953,Nature & Nation,Hall,4,Independent,14,14,CAS,308,42.35083,-71.10515,,,Tue,12:30:00,15:15:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,1,13,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
89,CAS AH520 A1,42.3499108,-71.1065953,Museums,Hall,4,Independent,12,14,CAS,308,42.35083,-71.10515,,,Thu,12:30:00,15:15:00,Class Closed,,2023-09-07,2023-12-07,,,,,,,,,,1,11,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
90,CAS AH527 A1,42.3499108,-71.1065953,Art & Society,Barrett,4,Independent,10,14,CAS,303A,42.35083,-71.10515,,,Fri,11:15:00,14:00:00,Class Closed,20208.0,2023-09-08,2023-12-08,,,,,,,,,,0,10,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
91,CAS AH527 B1,42.3499108,-71.1065953,Art & Society,Kahn,4,Independent,14,14,CAS,303A,42.35083,-71.10515,,,Wed,14:30:00,17:15:00,Class Full,20208.0,2023-09-06,2023-12-06,,,,,,,,,,0,14,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
92,CAS AH546 A1,42.3499108,-71.1065953,Historic Presrv,Stevenson,4,Independent,3,4,HIS,110,42.35043,-71.10367,,,Fri,11:15:00,14:00:00,Mts w/CAS AM546 Mts w/CAS HI546,,2023-09-08,2023-12-08,,,,,,,,,,0,3,,AH,725 Commonwealth Avenue,226 Bay State Road
93,CAS AH548 A1,42.3499108,-71.1065953,Global Heritage,Haenraets,4,Independent,13,14,CAS,303A,42.35083,-71.10515,,,Thu,15:30:00,18:15:00,,,2023-09-07,2023-12-07,,,,,,,,,,0,13,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
94,CAS AH554 A1,42.3499108,-71.1065953,Bost Arch Wkshp,Ahlstrom,4,Independent,4,4,HIS,110,42.35043,-71.10367,,,Wed,14:30:00,17:15:00,"Mts w/CAS AM555 Mts w/CAS HI569, Class Full",20208.0,2023-09-06,2023-12-06,,,,,,,,,,0,4,,AH,725 Commonwealth Avenue,226 Bay State Road
95,CAS AH574 A1,42.3499108,-71.1065953,Tpcs Africa Art,Clunis,4,Independent,Cancelled,Cancelled,,,,,,,Tue,15:30:00,18:15:00,,,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,AH,725 Commonwealth Avenue,
96,CAS AH589 A1,42.3499108,-71.1065953,Topics 19C Art,Ribner,4,Independent,5,14,CAS,308,42.35083,-71.10515,,,Thu,08:00:00,10:45:00,,,2023-09-07,2023-12-07,,,,,,,,,,0,5,,AH,725 Commonwealth Avenue,685-725 Commonwealth Avenue
97,CAS AM200 A1,42.3505343,-71.1037761,Intro Amer Stud,Battenfeld,4,Independent,15,15,HIS,110,42.35043,-71.10367,,,"Tue,Thu",11:00:00,12:15:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,15,,AM,226 Bay State Road,226 Bay State Road
98,CAS AM220 A1,42.3505343,-71.1037761,Nativeamstudies,Battenfeld,4,Independent,25,25,PSY,212,42.34939,-71.10395,,,Tue,12:30:00,15:15:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,25,,AM,226 Bay State Road,64-72-86 Cummington Mall
99,CAS AM250 A1,42.3505343,-71.1037761,Am Arts and Soc,Clee,4,Independent,13,15,HIS,110,42.35043,-71.10367,,,"Mon,Wed,Fri",10:10:00,11:00:00,,20228.0,2023-09-06,2023-12-11,,,,,,,,,,0,13,,AM,226 Bay State Road,226 Bay State Road
100,CAS AM336 A1,42.3505343,-71.1037761,Bob Dylan,Yudkin,4,Independent,12,12,FLR,206,42.35015,-71.11169,,,"Tue,Thu",12:30:00,13:45:00,"Mts w/CFA MH408, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,0,12,,AM,226 Bay State Road,808 Commonwealth Avenue
101,CAS AM336 A1,42.3505343,-71.1037761,Bob Dylan,Barents,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,AM,226 Bay State Road,
102,CAS AM367 A1,42.3505343,-71.1037761,Material Cultur,Bunschoten,4,Independent,11,12,HIS,B06,42.35043,-71.10367,,,"Tue,Thu",14:00:00,15:15:00,Mts w/CAS AH367,20228.0,2023-09-05,2023-12-12,,,,,,,,,,0,11,,AM,226 Bay State Road,226 Bay State Road
103,CAS AM385 A1,42.3505343,-71.1037761,Am Built Enviro,Moore,4,Independent,10,10,STO,453,45.350221,-71.103841,,,"Tue,Thu",12:30:00,13:45:00,"Mts w/CAS AH385, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,3,7,,AM,226 Bay State Road,675 Commonwealth Avenue
104,CAS AM501 A1,42.3505343,-71.1037761,Reasearchsem,Craciun,4,Independent,Cancelled,Cancelled,,,,,,,"Tue,Thu",11:00:00,12:15:00,,20228.0,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,AM,226 Bay State Road,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,CAS AM546 A1,42.3505343,-71.1037761,Historic Presrv,Stevenson,4,Independent,7,7,HIS,110,42.35043,-71.10367,,,Fri,11:15:00,14:00:00,"WebReg Restricted, Mts w/CAS AH546 Mts w/CAS HI546, Class Full",,2023-09-08,2023-12-08,,,,,,,,,,0,7,,AM,226 Bay State Road,226 Bay State Road
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,CAS AM555 A1,42.3505343,-71.1037761,Bost Arch Wkshp,Ahlstrom,4,Independent,7,7,HIS,110,42.35043,-71.10367,,,Wed,14:30:00,17:15:00,"WebReg Restricted, Mts w/CAS HI569 Mts w/CAS AH554, Class Full",20228.0,2023-09-06,2023-12-06,,,,,,,,,,0,7,,AM,226 Bay State Road,226 Bay State Road
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,CAS AN101 A1,42.3505343,-71.1037761,Intro Cult Anth,Thompson,4,Lecture,173,175,CAS,522,42.35083,-71.10515,,,"Mon,Wed,Fri",10:10:00,11:00:00,,20226.0,2023-09-06,2023-12-11,,,,,,,,,,1,172,,AN,232 Bay State Road,685-725 Commonwealth Avenue
111,CAS AN101 A2,42.3505343,-71.1037761,Intro Cult Anth,Bai,0,Discussion,25,25,PRB,148,42.34884,-71.10118,,,Thu,11:15:00,12:05:00,Class Full,20226.0,2023-09-07,2023-12-07,,,,,,,,,,0,25,,AN,232 Bay State Road,3 Cummington Street
112,CAS AN101 A3,42.3505343,-71.1037761,Intro Cult Anth,Bounar,0,Discussion,25,25,PRB,150,42.34884,-71.10118,,,Thu,11:15:00,12:05:00,Class Full,20226.0,2023-09-07,2023-12-07,,,,,,,,,,0,25,,AN,232 Bay State Road,3 Cummington Street
113,CAS AN101 A4,42.3505343,-71.1037761,Intro Cult Anth,Bai,0,Discussion,25,25,COM,109,42.34906,-71.10246,,,Fri,13:25:00,14:15:00,Class Full,20226.0,2023-09-08,2023-12-08,,,,,,,,,,0,25,,AN,232 Bay State Road,640 Commonwealth Avenue
114,CAS AN101 A5,42.3505343,-71.1037761,Intro Cult Anth,Bounar,0,Discussion,25,25,COM,111,42.34906,-71.10246,,,Fri,13:25:00,14:15:00,Class Full,20226.0,2023-09-08,2023-12-08,,,,,,,,,,0,25,,AN,232 Bay State Road,640 Commonwealth Avenue
115,CAS AN101 A6,42.3505343,-71.1037761,Intro Cult Anth,Lewinger,0,Discussion,25,25,COM,111,42.34906,-71.10246,,,Wed,15:35:00,16:25:00,Class Full,20226.0,2023-09-06,2023-12-06,,,,,,,,,,1,24,,AN,232 Bay State Road,640 Commonwealth Avenue
116,CAS AN101 A7,42.3505343,-71.1037761,Intro Cult Anth,Li,0,Discussion,24,25,COM,109,42.34906,-71.10246,,,Wed,15:35:00,16:25:00,,20226.0,2023-09-06,2023-12-06,,,,,,,,,,0,24,,AN,232 Bay State Road,640 Commonwealth Avenue
117,CAS AN101 A8,42.3505343,-71.1037761,Intro Cult Anth,Ergun,0,Discussion,24,25,CGS,321,42.35146,-71.11465,,,Tue,11:15:00,12:05:00,,20226.0,2023-09-05,2023-12-12,,,,,,,,,,0,24,,AN,232 Bay State Road,871 Commonwealth Avenue
118,CAS AN101 A9,42.3505343,-71.1037761,Intro Cult Anth,Staff,0,Discussion,Cancelled,Cancelled,,,,,,,Tue,11:15:00,12:05:00,,20226.0,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,AN,232 Bay State Road,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,CAS AN102 A1,42.3505343,-71.1037761,Human Biology,Finkel,4,Lecture,94,100,CAS,211,42.35083,-71.10515,,,"Mon,Wed,Fri",11:15:00,12:05:00,,20226.0,2023-09-06,2023-12-11,,,,,,,,,,0,94,,AN,232 Bay State Road,685-725 Commonwealth Avenue
121,CAS AN102 A2,42.3505343,-71.1037761,Human Biology,Finkel,0,Lab,19,20,CAS,335,42.35083,-71.10515,,,Mon,12:20:00,14:05:00,,20226.0,2023-09-11,2023-12-11,,,,,,,,,,0,19,,AN,232 Bay State Road,685-725 Commonwealth Avenue
122,CAS AN102 A4,42.3505343,-71.1037761,Human Biology,Finkel,0,Lab,17,20,CAS,335,42.35083,-71.10515,,,Fri,12:20:00,14:05:00,,20226.0,2023-09-08,2023-12-08,,,,,,,,,,0,17,,AN,232 Bay State Road,685-725 Commonwealth Avenue
123,CAS AN102 A5,42.3505343,-71.1037761,Human Biology,Finkel,0,Lab,20,20,CAS,335,42.35083,-71.10515,,,Mon,14:30:00,16:15:00,Class Full,20226.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,AN,232 Bay State Road,685-725 Commonwealth Avenue
124,CAS AN102 A6,42.3505343,-71.1037761,Human Biology,Finkel,0,Lab,19,20,CAS,335,42.35083,-71.10515,,,Thu,09:00:00,10:45:00,,20226.0,2023-09-07,2023-12-07,,,,,,,,,,0,19,,AN,232 Bay State Road,685-725 Commonwealth Avenue
125,CAS AN102 A9,42.3505343,-71.1037761,Human Biology,Finkel,0,Lab,20,20,CAS,335,42.35083,-71.10515,,,Thu,13:30:00,15:15:00,Class Full,20226.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,AN,232 Bay State Road,685-725 Commonwealth Avenue
126,CAS AN210 A1,42.3505343,-71.1037761,Medical Anthro,Shohet,4,Independent,57,60,CAS,216,42.35083,-71.10515,,,"Mon,Wed,Fri",13:25:00,14:15:00,,,2023-09-06,2023-12-11,,,,,,,,,,0,57,,AN,232 Bay State Road,685-725 Commonwealth Avenue
127,CAS AN211 A1,42.3505343,-71.1037761,Human & Animal,Shipton,4,Independent,33,35,CAS,214,42.35083,-71.10515,,,"Tue,Thu",12:30:00,13:45:00,WebReg Restricted,,2023-09-05,2023-12-12,,,,,,,,,,0,33,,AN,232 Bay State Road,685-725 Commonwealth Avenue
128,CAS AN234 A1,42.3505343,-71.1037761,Evol Psych,Durgavich,4,Independent,125,125,CAS,224,42.35083,-71.10515,,,"Tue,Thu",12:30:00,13:45:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,1,124,,AN,232 Bay State Road,685-725 Commonwealth Avenue
129,CAS AN252 A1,42.3505343,-71.1037761,Ethnic&Idenity,Staff,4,Independent,Cancelled,Cancelled,,,,,,,"Mon,Wed,Fri",10:10:00,11:00:00,,20226.0,2023-09-06,2023-12-11,,,,,,,,,,Cancelled,Cancelled,,AN,232 Bay State Road,
130,CAS AN252 A2,42.3505343,-71.1037761,Ethnic&Idenity,Thompson,4,Independent,45,45,MCS,B31,42.34919,-71.10421,,,"Mon,Wed,Fri",14:30:00,15:20:00,Class Full,20226.0,2023-09-06,2023-12-11,,,,,,,,,,0,45,,AN,232 Bay State Road,111 Cummington Mall
131,CAS AN262 A1,42.3505343,-71.1037761,Evol of Culture,Glowacki,4,Independent,30,30,CGS,121,42.35146,-71.11465,,,"Tue,Thu",14:00:00,15:15:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,30,,AN,232 Bay State Road,871 Commonwealth Avenue
132,CAS AN290 A1,42.3505343,-71.1037761,Children & Cult,LaPorte,4,Independent,43,45,CAS,237,42.35083,-71.10515,,,"Mon,Wed,Fri",13:25:00,14:15:00,,,2023-09-06,2023-12-11,,,,,,,,,,0,43,,AN,232 Bay State Road,685-725 Commonwealth Avenue
133,CAS AN308 A1,42.3505343,-71.1037761,Food & Culture,White,4,Independent,30,30,CAS,220,42.35083,-71.10515,,,"Tue,Thu",09:30:00,10:45:00,"Mts w/GRS AN708, Class Full",20226.0,2023-09-05,2023-12-12,,,,,,,,,,0,30,,AN,232 Bay State Road,685-725 Commonwealth Avenue
134,CAS AN311 A1,42.3505343,-71.1037761,Biotech,Arkin,4,Independent,35,35,CAS,B06B,42.35083,-71.10515,,,"Mon,Wed,Fri",11:15:00,12:05:00,Class Full,,2023-09-06,2023-12-11,,,,,,,,,,0,35,,AN,232 Bay State Road,685-725 Commonwealth Avenue
135,CAS AN318 A1,42.3505343,-71.1037761,Se Asia Tradit,Hefner,4,Independent,25,30,KCB,107,42.34962,-71.0981,,,"Tue,Thu",11:00:00,12:15:00,Mts w/GRS AN718 Mts w/CAS IR319,,2023-09-05,2023-12-12,,,,,,,,,,0,25,,AN,232 Bay State Road,565 Commonweatlh Avenue
136,CAS AN321 A1,42.3505343,-71.1037761,Cognition & Cul,Glowacki,4,Independent,30,30,CGS,115,42.35146,-71.11465,,,"Tue,Thu",11:00:00,12:15:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,30,,AN,232 Bay State Road,871 Commonwealth Avenue
137,CAS AN327 A1,42.3505343,-71.1037761,Islam in Africa,Ngom,4,Independent,35,30,BRB,122,42.34868,-71.10133,,,"Tue,Thu",14:00:00,15:15:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,1,34,,AN,232 Bay State Road,5 Cummington Mall
138,CAS AN335 A1,42.3505343,-71.1037761,The Ape within,Knott,4,Independent,30,30,CAS,201,42.35083,-71.10515,,,"Mon,Wed,Fri",10:10:00,11:00:00,"Mts w/GRS AN735, Class Full",,2023-09-06,2023-12-11,,,,,,,,,,0,30,,AN,232 Bay State Road,685-725 Commonwealth Avenue
139,CAS AN339 A1,42.3505343,-71.1037761,Biomechanics,Staff,4,Independent,Cancelled,Cancelled,,,,,,,"Tue,Thu",14:00:00,15:15:00,Mts w/GRS AN739,20226.0,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,AN,232 Bay State Road,
140,CAS AN344 A1,42.3505343,-71.1037761,Modern Japan,White,4,Independent,30,30,CDS,264,42.3506,-71.10281,,,"Tue,Thu",14:00:00,15:15:00,"Mts w/GRS AN744, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,1,29,,AN,232 Bay State Road,645-655 Commonwealth Avenue
141,CAS AN347 A1,42.3505343,-71.1037761,Afghanistan,Barfield,4,Independent,15,20,SHA,210,42.35157,-71.11749,,,"Tue,Thu",14:00:00,15:15:00,Mts w/GRS AN747,,2023-09-05,2023-12-12,,,,,,,,,,0,15,,AN,232 Bay State Road,928 Commonwealth Avenue
142,CAS AN351 A1,42.3505343,-71.1037761,Lang Cult&Soc,Kelley,4,Independent,59,60,CAS,B20,42.35083,-71.10515,,,"Mon,Wed,Fri",11:15:00,12:05:00,,20226.0,2023-09-06,2023-12-11,,,,,,,,,,0,59,,AN,232 Bay State Road,685-725 Commonwealth Avenue
143,CAS AN362 A1,42.3505343,-71.1037761,Culture&Environ,Kelley,4,Independent,29,30,CDS,264,42.3506,-71.10281,,,"Mon,Wed,Fri",12:20:00,13:10:00,,,2023-09-06,2023-12-11,,,,,,,,,,0,29,,AN,232 Bay State Road,645-655 Commonwealth Avenue
144,CAS AN379 A1,42.3505343,-71.1037761,China: Trd&Trns,Weller,4,Independent,40,40,CAS,116,42.35083,-71.10515,,,"Mon,Wed,Fri",10:10:00,11:00:00,Class Full,,2023-09-06,2023-12-11,,,,,,,,,,0,40,,AN,232 Bay State Road,685-725 Commonwealth Avenue
145,CAS AN390 A1,42.3505343,-71.1037761,Tpcs: Anthro,Cunningham,4,Independent,2,10,STH,625,42.35073,-71.10766,,,"Tue,Thu",15:30:00,16:45:00,Mts w/CAS AA400,,2023-09-05,2023-12-12,,,,,,,,,,1,1,,AN,232 Bay State Road,745 Commonwealth Avenue
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,CAS AN461 A1,42.3505343,-71.1037761,Eth&an Theory 1,Shohet,4,Independent,14,15,PLS,102,45.35062,-71.10398,,,"Mon,Wed,Fri",10:10:00,11:00:00,Permission Required,20226.0,2023-09-06,2023-12-11,,,,,,,,,,0,14,,AN,232 Bay State Road,232 Bay State Road
149,CAS AN521 A1,42.3505343,-71.1037761,Sociolinguistcs,Ngom,4,Independent,8,10,IEC,B07,42.35106,-71.11525,,,"Tue,Thu",11:00:00,12:15:00,Mts w/CAS LX341 Mts w/GRS LX641,,2023-09-05,2023-12-12,,,,,,,,,,0,8,,AN,232 Bay State Road,888 Commonwealth Avenue
150,CAS AN552 A1,42.3505343,-71.1037761,Prim Evol Anat,Staff,4,Independent,Cancelled,Cancelled,,,,,,,"Tue,Thu",11:00:00,12:15:00,,20226.0,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,AN,232 Bay State Road,
151,CAS AN556 A1,42.3505343,-71.1037761,Evol Human Diet,Finkel,4,Independent,15,15,STH,441,42.35073,-71.10766,,,"Mon,Wed,Fri",14:30:00,15:20:00,Class Full,20226.0,2023-09-06,2023-12-11,,,,,,,,,,0,15,,AN,232 Bay State Road,745 Commonwealth Avenue
152,CAS AN559 A1,42.3505343,-71.1037761,Evo Endo,Durgavich,4,Independent,15,15,PLS,102,45.35062,-71.10398,,,"Tue,Thu",09:30:00,10:45:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,15,,AN,232 Bay State Road,232 Bay State Road
153,CAS AN571 A1,42.3505343,-71.1037761,Anth of Emotion,Parla,4,Independent,15,15,CGS,117B,42.35146,-71.11465,,,Fri,14:30:00,17:15:00,"WebReg Restricted, Permission Required, Class Full",20226.0,2023-09-08,2023-12-08,,,,,,,,,,0,15,,AN,232 Bay State Road,871 Commonwealth Avenue
154,CAS AN588 A1,42.3505343,-71.1037761,Bioanthro Stats,Schmitt,4,Independent,14,15,CAS,335,42.35083,-71.10515,,,Thu,15:30:00,18:15:00,Mts w/CAS BI588,,2023-09-07,2023-12-07,,,,,,,,,,0,14,,AN,232 Bay State Road,685-725 Commonwealth Avenue
155,CAS AN593 A1,42.3505343,-71.1037761,Sem:Cult Anthro,Parla,4,Independent,7,15,CAS,310,42.35083,-71.10515,,,Tue,15:30:00,18:15:00,,,2023-09-05,2023-12-12,,,,,,,,,,0,7,,AN,232 Bay State Road,685-725 Commonwealth Avenue
156,CAS AR100 A1,42.35021908,-71.1039511,Great Discov Ar,Dunseth,4,Independent,100,100,SHA,110,42.35157,-71.11749,,,"Tue,Thu",09:30:00,10:45:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,100,,AR,675 Commonwealth Avenue,928 Commonwealth Avenue
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,CAS AR190 A1,42.35021908,-71.1039511,Archaeology,Dunseth,4,Lecture,77,80,CAS,224,42.35083,-71.10515,,,"Tue,Thu",14:00:00,15:15:00,,,2023-09-05,2023-12-12,,,,,,,,,,0,77,,AR,675 Commonwealth Avenue,685-725 Commonwealth Avenue
159,CAS AR190 B1,42.35021908,-71.1039511,Archaeology,Dunseth,0,Discussion,25,25,STO,253,45.350221,-71.103841,,,Tue,11:15:00,12:05:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,25,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
160,CAS AR190 B2,42.35021908,-71.1039511,Archaeology,Dunseth,0,Discussion,25,25,STO,253,45.350221,-71.103841,,,Thu,11:15:00,12:05:00,Class Full,,2023-09-07,2023-12-07,,,,,,,,,,0,25,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
161,CAS AR190 B3,42.35021908,-71.1039511,Archaeology,Dunseth,0,Discussion,Cancelled,Cancelled,,,,,,,Mon,11:15:00,12:05:00,,,2023-09-11,2023-12-11,,,,,,,,,,Cancelled,Cancelled,,AR,675 Commonwealth Avenue,
162,CAS AR190 B4,42.35021908,-71.1039511,Archaeology,Dunseth,0,Discussion,25,25,STO,253,45.350221,-71.103841,,,Wed,09:05:00,09:55:00,Class Full,,2023-09-06,2023-12-06,,,,,,,,,,0,25,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
163,CAS AR202 A1,42.35021908,-71.1039511,Arch Mysteries,Runnels,4,Independent,31,30,STO,253,45.350221,-71.103841,,,"Tue,Thu",12:30:00,13:45:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,31,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
164,CAS AR230 A1,42.35021908,-71.1039511,Greek&Rom Arch,Benson,4,Independent,45,45,CAS,237,42.35083,-71.10515,,,"Mon,Wed,Fri",09:05:00,09:55:00,Class Full,,2023-09-06,2023-12-11,,,,,,,,,,0,45,,AR,675 Commonwealth Avenue,685-725 Commonwealth Avenue
165,CAS AR240 A1,42.35021908,-71.1039511,Ancient China,Murowchick,4,Independent,30,30,STO,253,45.350221,-71.103841,,,"Tue,Thu",15:30:00,16:45:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,30,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
166,CAS AR280 A1,42.35021908,-71.1039511,Anc Food&Drink,Dunseth,4,Independent,60,60,CGS,527,42.35146,-71.11465,,,"Tue,Thu",11:00:00,12:15:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,60,,AR,675 Commonwealth Avenue,871 Commonwealth Avenue
167,CAS AR283 A1,42.35021908,-71.1039511,Ar of N America,Campbell,4,Independent,22,30,STO,253,45.350221,-71.103841,,,"Mon,Wed,Fri",10:10:00,11:00:00,,,2023-09-06,2023-12-11,,,,,,,,,,0,22,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
168,CAS AR305 A1,42.35021908,-71.1039511,Paleo Arch,Runnels,4,Independent,30,30,STO,253,45.350221,-71.103841,,,"Tue,Thu",09:30:00,10:45:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,30,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,CAS AR307 A1,42.35021908,-71.1039511,Arch Science,Marston,4,Lecture,17,30,CAS,335,42.35083,-71.10515,,,"Tue,Thu",11:00:00,12:15:00,"WebReg Restricted, Permission Required",20231.0,2023-09-05,2023-12-12,,,,,,,,,,0,17,,AR,675 Commonwealth Avenue,685-725 Commonwealth Avenue
171,CAS AR307 B1,42.35021908,-71.1039511,Arch Science,Marston,0,Lab,7,15,CAS,335,42.35083,-71.10515,,,Tue,12:30:00,15:15:00,"WebReg Restricted, Permission Required",20231.0,2023-09-05,2023-12-12,,,,,,,,,,0,7,,AR,675 Commonwealth Avenue,685-725 Commonwealth Avenue
172,CAS AR307 B2,42.35021908,-71.1039511,Arch Science,Marston,0,Lab,10,15,CAS,335,42.35083,-71.10515,,,Tue,15:30:00,18:15:00,"WebReg Restricted, Permission Required",20231.0,2023-09-05,2023-12-12,,,,,,,,,,0,10,,AR,675 Commonwealth Avenue,685-725 Commonwealth Avenue
173,CAS AR410 A1,42.35021908,-71.1039511,Arch Res Design,West,4,Independent,Cancelled,Cancelled,,,,,,,Fri,11:15:00,14:00:00,,,2023-09-08,2023-12-08,,,,,,,,,,Cancelled,Cancelled,,AR,675 Commonwealth Avenue,
174,CAS AR506 A1,42.35021908,-71.1039511,Region Arch Gis,Campbell,4,Independent,16,20,CAS,435,42.35083,-71.10515,,,Mon,14:30:00,17:15:00,,,2023-09-11,2023-12-11,,,,,,,,,,0,16,,AR,675 Commonwealth Avenue,685-725 Commonwealth Avenue
175,CAS AR591 A1,42.35021908,-71.1039511,Arch Theory,West,4,Independent,8,12,STO,243,45.350221,-71.103841,,,"Tue,Thu",12:30:00,13:45:00,Mts w/GRS AN791,,2023-09-05,2023-12-12,,,,,,,,,,0,8,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
176,CAS AR592 A1,42.35021908,-71.1039511,Arch Ethics LAW,Murowchick,4,Independent,6,15,STO,243,45.350221,-71.103841,,,Tue,08:00:00,10:45:00,,,2023-09-05,2023-12-12,,,,,,,,,,1,5,,AR,675 Commonwealth Avenue,675 Commonwealth Avenue
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,CAS AS101 A1,42.3499108,-71.1065953,Solar System,Withers,4,Lecture,127,128,CAS,522,42.35083,-71.10515,,,"Mon,Wed,Fri",11:15:00,12:05:00,Do not sign up for LAB only. Must be in both Lec. & Lab.,20201.0,2023-09-06,2023-12-11,,,,,,,,,,2,125,,AS,725 Commonwealth Avenue,685-725 Commonwealth Avenue
179,CAS AS101 A2,42.3499108,-71.1065953,Solar System,Withers,0,Lab,16,16,CAS,521,42.35083,-71.10515,,,Mon,12:20:00,13:35:00,Class Full,20201.0,2023-09-11,2023-12-11,,,,,,,,,,0,16,,AS,725 Commonwealth Avenue,685-725 Commonwealth Avenue
180,CAS AS101 A3,42.3499108,-71.1065953,Solar System,Withers,0,Lab,16,16,CAS,521,42.35083,-71.10515,,,Tue,11:00:00,12:15:00,Class Full,20201.0,2023-09-05,2023-12-12,,,,,,,,,,0,16,,AS,725 Commonwealth Avenue,685-725 Commonwealth Avenue
